Well.Position,Temperature,Fluorescence,Normalized,norm_deriv,tm
A02,35.9251,47573.184,0.282124501802883,-0.0061361886739264,54.330124
A02,35.98447,47542.195,0.281760196281312,-0.00606687816921133,54.330124
A02,36.043842,47511.555,0.281399993590649,-0.00602411889973994,54.330124
A02,36.10321,47481.133,0.28104235369981,-0.005997378357286,54.330124
A02,36.162582,47450.844,0.280686277351981,-0.00598193395463462,54.330124
A02,36.221954,47420.633,0.280331117969226,-0.00598351799593311,54.330124
A02,36.281326,47390.414,0.279975864538772,-0.00599164386523887,54.330124
A02,36.340694,47360.156,0.27962015262578,-0.00600351651731237,54.330124
A02,36.400066,47329.836,0.279263711843114,-0.00599717633692887,54.330124
A02,36.45944,47299.547,0.278907635495285,-0.00595560188278673,54.330124
A02,36.51881,47269.47,0.278554051411504,-0.00588887189527124,54.330124
A02,36.57818,47239.73,0.278204429087082,-0.00580649897299857,54.330124
A02,36.63755,47210.406,0.277859697243055,-0.00572036913539408,54.330124
A02,36.696922,47181.516,0.277520067486749,-0.00564631520474018,54.330124
A02,36.756294,47153,0.277184834460413,-0.00559719100716748,54.330124
A02,36.815662,47124.734,0.276852540424699,-0.0055896857283554,54.330124
A02,36.875034,47096.504,0.276520669603635,-0.00562017852333108,54.330124
A02,36.934406,47068.12,0.276186988364348,-0.00567265680785043,54.330124
A02,36.99378,47039.47,0.275850180039039,-0.00574036302097916,54.330124
A02,37.05315,47010.48,0.275509374686483,-0.0058175876356119,54.330124
A02,37.11252,46981.1,0.275163984508557,-0.00590134664071366,54.330124
A02,37.17189,46951.297,0.274813621558498,-0.00597658781525574,54.330124
A02,37.231262,46921.113,0.27445877958673,-0.00603579135874883,54.330124
A02,37.290634,46890.63,0.274100422582179,-0.00608154426562391,54.330124
A02,37.350002,46859.918,0.273739373462217,-0.00611994355267454,54.330124
A02,37.409374,46829.01,0.273376020173608,-0.00615796054381275,54.330124
A02,37.468746,46797.91,0.273010409740201,-0.00619596682331862,54.330124
A02,37.52812,46766.617,0.272642530406033,-0.00623719891041005,54.330124
A02,37.587486,46735.12,0.272272252855517,-0.00627298823687016,54.330124
A02,37.64686,46703.438,0.271899800451942,-0.00630469674329074,54.330124
A02,37.70623,46671.598,0.271525490606292,-0.0063114145445038,54.330124
A02,37.765602,46639.723,0.271150769301956,-0.00628708747178865,54.330124
A02,37.82497,46607.973,0.270777517492931,-0.00622092618538669,54.330124
A02,37.884342,46576.555,0.270408168663452,-0.00610885526359243,54.330124
A02,37.943714,46545.703,0.270045473708742,-0.00595064913901029,54.330124
A02,38.003086,46515.65,0.269692171768061,-0.00574412975485673,54.330124
A02,38.062458,46486.64,0.269351131296255,-0.00548630064546087,54.330124
A02,38.121826,46458.934,0.269025420599536,-0.00520221238985842,54.330124
A02,38.1812,46432.66,0.2687165444411,-0.0049116835024278,54.330124
A02,38.24057,46407.855,0.268424937791561,-0.00463035071759171,54.330124
A02,38.299942,46384.47,0.268150024608756,-0.0043775950468929,54.330124
A02,38.35931,46362.363,0.267890135546012,-0.00414721812187107,54.330124
A02,38.418682,46341.418,0.267643906911681,-0.00393852068093096,54.330124
A02,38.478054,46321.527,0.267410069061812,-0.00376209808142989,54.330124
A02,38.537426,46302.527,0.267186705774522,-0.0036199762542294,54.330124
A02,38.596794,46284.246,0.266971795024261,-0.00350528538608156,54.330124
A02,38.656166,46266.543,0.266763679220318,-0.00342251922828887,54.330124
A02,38.715538,46249.258,0.266560477408696,-0.00337618602034047,54.330124
A02,38.77491,46232.207,0.266360026492297,-0.00336945384482474,54.330124
A02,38.834282,46215.19,0.266159975278622,-0.00339938364183329,54.330124
A02,38.89365,46198.023,0.265958160670573,-0.003454992074888,54.330124
A02,38.953022,46180.574,0.265753030881103,-0.00351736370097464,54.330124
A02,39.012394,46162.81,0.265544197963449,-0.00357438918768208,54.330124
A02,39.071766,46144.758,0.265331979328598,-0.00360948127356774,54.330124
A02,39.131134,46126.53,0.265117691644349,-0.00358864555935907,54.330124
A02,39.190506,46108.406,0.264904626580198,-0.00351300758740672,54.330124
A02,39.249878,46090.664,0.264696052293719,-0.00339658055204383,54.330124
A02,39.30925,46073.51,0.264494390513183,-0.00326235483772301,54.330124
A02,39.368618,46057.035,0.264300711031177,-0.00311165112366761,54.330124
A02,39.42799,46041.32,0.264115966080663,-0.00294433676162496,54.330124
A02,39.487362,46026.45,0.263941154918451,-0.00277068623439037,54.330124
A02,39.546734,46012.457,0.263776653735343,-0.00260433935209389,54.330124
A02,39.606102,45999.305,0.263622039316688,-0.00245625403684847,54.330124
A02,39.665474,45986.9,0.263476206602012,-0.00236160756932783,54.330124
A02,39.724846,45974.973,0.263335993237406,-0.00234200505827146,54.330124
A02,39.784218,45963.145,0.263196943713086,-0.00239546645205904,54.330124
A02,39.84359,45951.047,0.263054720078895,-0.0025039439710469,54.330124
A02,39.902958,45938.402,0.262906065933222,-0.00263742876024436,54.330124
A02,39.96233,45925.082,0.262749476512868,-0.00277454179544546,54.330124
A02,40.0217,45911.07,0.262584751966473,-0.00290186590491782,54.330124
A02,40.081074,45896.414,0.262412456580234,-0.00302523058558883,54.330124
A02,40.14044,45881.137,0.26223286074129,-0.00313966209431463,54.330124
A02,40.199814,45865.28,0.262046446444102,-0.00324728465976049,54.330124
A02,40.259186,45848.88,0.261853648659283,-0.00332767475560497,54.330124
A02,40.318558,45832.074,0.261656077953693,-0.0033793837730245,54.330124
A02,40.377926,45815.008,0.261455450697856,-0.00341024290823467,54.330124
A02,40.437298,45797.785,0.261252977755909,-0.00341855912504786,54.330124
A02,40.49667,45780.52,0.261050011063536,-0.00341887229804048,54.330124
A02,40.55604,45763.254,0.260847032615202,-0.00340718959993195,54.330124
A02,40.61541,45746.047,0.260644747768654,-0.00338243812088224,54.330124
A02,40.67478,45728.965,0.260443932417417,-0.00335369846461955,54.330124
A02,40.734154,45712.027,0.260244809924779,-0.00331203234779269,54.330124
A02,40.793526,45695.3,0.260048167940225,-0.00324827468557222,54.330124
A02,40.852898,45678.895,0.259855311375594,-0.00316611784524012,54.330124
A02,40.912266,45662.906,0.259667345291357,-0.00306234783828374,54.330124
A02,40.971638,45647.44,0.259485527575503,-0.00292948637446147,54.330124
A02,41.03101,45632.645,0.259311598110478,-0.00276127500267564,54.330124
A02,41.09038,45618.7,0.259147661213569,-0.00255039240117996,54.330124
A02,41.14975,45605.82,0.258996244416711,-0.00230030345687192,54.330124
A02,41.20912,45594.203,0.258859675400477,-0.00202948454731125,54.330124
A02,41.268494,45583.953,0.258739176784965,-0.00176818609827135,54.330124
A02,41.327866,45575.023,0.258634196039938,-0.00152830680652804,54.330124
A02,41.387234,45567.305,0.258543463521448,-0.00132109044206866,54.330124
A02,41.446606,45560.633,0.258465027739722,-0.00113397556380764,54.330124
A02,41.505978,45554.906,0.258397701342547,-0.000947652706195497,54.330124
A02,41.56535,45550.12,0.258341437306075,-0.000771678106381,54.330124
A02,41.624718,45546.223,0.258295624320256,-0.000615796054381068,54.330124
A02,41.68409,45543.113,0.258259063276915,-0.000482554835534056,54.330124
A02,41.74346,45540.676,0.258230413996329,-0.0003773851265537,54.330124
A02,41.802834,45538.77,0.258208007131825,-0.000308888053001685,54.330124
A02,41.862206,45537.21,0.258189667830342,-0.00027326553420608,54.330124
A02,41.921574,45535.83,0.258173444602108,-0.000258000726321044,54.330124
A02,41.980946,45534.527,0.258158126582984,-0.000237012179129694,54.330124
A02,42.040318,45533.33,0.258144054695885,-0.000207905420290476,54.330124
A02,42.09969,45532.28,0.258131710935272,-0.000162969228008494,54.330124
A02,42.159058,45531.457,0.258122035778143,-9.20724004142714e-05,54.330124
A02,42.21843,45530.992,0.258116569255586,2.0989254232627e-05,54.330124
A02,42.2778,45531.098,0.25811781538761,0.000178597648174995,54.330124
A02,42.337173,45532,0.258128419265775,0.000381390061040475,54.330124
A02,42.39654,45533.926,0.258151061249529,0.000620527275245534,54.330124
A02,42.455914,45537.06,0.258187904435969,0.000878365693707981,54.330124
A02,42.515285,45541.496,0.25824005388557,0.001127045383132,54.330124
A02,42.574657,45547.188,0.258306968824057,0.00134423440516134,54.330124
A02,42.63403,45553.977,0.258386780053395,0.00152989095455326,54.330124
A02,42.693398,45561.703,0.258477606619585,0.00168304387853467,54.330124
A02,42.75277,45570.203,0.258577532300741,0.00179141304762955,54.330124
A02,42.81214,45579.25,0.258683888493379,0.00185864315234394,54.330124
A02,42.871513,45588.637,0.258794241713263,0.00189368284201726,54.330124
A02,42.93088,45598.2,0.258906663982545,0.00190556958540091,54.330124
A02,42.990253,45607.824,0.259019803365539,0.00189649344336446,54.330124
A02,43.049625,45617.402,0.259132401974259,0.00186560463806472,54.330124
A02,43.108997,45626.824,0.25924316665283,0.00182018608002248,54.330124
A02,43.168365,45636.016,0.259351227460029,0.00177293822216358,54.330124
A02,43.227737,45644.97,0.259456490348155,0.00174004005782388,54.330124
A02,43.28711,45653.758,0.259559801746508,0.00171517849215905,54.330124
A02,43.34648,45662.42,0.259661631893588,0.00167181390086704,54.330124
A02,43.40585,45670.863,0.259760887484882,0.00160587596068059,54.330124
A02,43.46522,45678.973,0.259856228340668,0.00153194013739014,54.330124
A02,43.524593,45686.71,0.259947184222445,0.00145038781297383,54.330124
A02,43.583965,45694.035,0.260033296647677,0.00137593787199031,54.330124
A02,43.643337,45700.984,0.260114988831013,0.00130890230515038,54.330124
A02,43.702705,45707.594,0.260192695743065,0.00126525298633317,54.330124
A02,43.762077,45713.984,0.260267816343369,0.00124265946778714,54.330124
A02,43.82145,45720.26,0.26034159676395,0.00123876202343065,54.330124
A02,43.88082,45726.516,0.260415142065281,0.00126311747881357,54.330124
A02,43.94019,45732.895,0.260490133349999,0.00133756992779373,54.330124
A02,43.99956,45739.65,0.260569544876612,0.00145333341197243,54.330124
A02,44.058933,45746.99,0.260655833641281,0.00160304979301483,54.330124
A02,44.118305,45755.086,0.260751009913592,0.00178830510102923,54.330124
A02,44.177673,45764.117,0.26085717801083,0.0019984661018885,54.330124
A02,44.237045,45774.21,0.260975830940231,0.00222458799709817,54.330124
A02,44.296417,45785.445,0.261107909178795,0.00244829259387583,54.330124
A02,44.35579,45797.81,0.261253271654971,0.00265052230894385,54.330124
A02,44.415157,45811.195,0.261410625212886,0.00284825628491058,54.330124
A02,44.47453,45825.58,0.26157973473329,0.00304641204131579,54.330124
A02,44.5339,45840.965,0.261760600216183,0.00323534985717355,54.330124
A02,44.593273,45857.305,0.261952692643253,0.00340014464496354,54.330124
A02,44.652645,45874.477,0.262154566031113,0.0035387886679786,54.330124
A02,44.712013,45892.348,0.262364656836754,0.00364765109768896,54.330124
A02,44.771385,45910.77,0.262581225177726,0.00372566513158966,54.330124
